Account Region,Country,Market,Date,Sum of Count Of SR
US and Canada,Canada,Power Gen,13-02-2020,1
US and Canada,Canada,Power Gen,13-03-2018,1
US and Canada,Canada,Power Gen,13-03-2023,1
US and Canada,Canada,Power Gen,13-04-2020,1
US and Canada,Canada,Power Gen,13-05-2019,1
US and Canada,Canada,Power Gen,13-06-2018,1
US and Canada,Canada,Power Gen,13-06-2019,1
US and Canada,Canada,Power Gen,13-06-2022,3
US and Canada,Canada,Power Gen,13-09-2022,2
US and Canada,Canada,Power Gen,13-10-2020,1
US and Canada,Canada,Power Gen,13-10-2022,1
US and Canada,Canada,Power Gen,13-11-2018,1
US and Canada,Canada,Power Gen,13-11-2020,2
US and Canada,Canada,Power Gen,13-12-2018,1
US and Canada,Canada,Power Gen,14-01-2021,1
US and Canada,Canada,Power Gen,14-01-2022,2
US and Canada,Canada,Power Gen,14-01-2023,1
US and Canada,Canada,Power Gen,14-02-2018,2
US and Canada,Canada,Power Gen,14-02-2023,2
US and Canada,Canada,Power Gen,14-03-2019,2
US and Canada,Canada,Power Gen,14-03-2023,1
US and Canada,Canada,Power Gen,14-05-2018,1
US and Canada,Canada,Power Gen,14-05-2019,2
US and Canada,Canada,Power Gen,14-05-2020,1
US and Canada,Canada,Power Gen,14-07-2021,1
US and Canada,Canada,Power Gen,14-08-2019,1
US and Canada,Canada,Power Gen,14-09-2018,1
US and Canada,Canada,Power Gen,14-09-2022,1
US and Canada,Canada,Power Gen,14-10-2021,1
US and Canada,Canada,Power Gen,14-10-2022,2
US and Canada,Canada,Power Gen,14-11-2018,1
US and Canada,Canada,Power Gen,14-11-2019,1
US and Canada,Canada,Power Gen,14-12-2018,1
US and Canada,Canada,Power Gen,15-01-2018,1
US and Canada,Canada,Power Gen,15-01-2020,2
US and Canada,Canada,Power Gen,15-01-2021,2
US and Canada,Canada,Power Gen,15-02-2023,1
US and Canada,Canada,Power Gen,15-03-2023,1
US and Canada,Canada,Power Gen,15-04-2020,1
US and Canada,Canada,Power Gen,15-04-2021,1
US and Canada,Canada,Power Gen,15-05-2018,1
US and Canada,Canada,Power Gen,15-06-2021,1
US and Canada,Canada,Power Gen,15-07-2019,1
US and Canada,Canada,Power Gen,15-07-2022,2
US and Canada,Canada,Power Gen,15-09-2020,1
US and Canada,Canada,Power Gen,15-09-2022,1
US and Canada,Canada,Power Gen,15-10-2018,1
US and Canada,Canada,Power Gen,15-10-2020,1
US and Canada,Canada,Power Gen,15-10-2021,1
US and Canada,Canada,Power Gen,15-11-2018,1
US and Canada,Canada,Power Gen,15-11-2022,1
US and Canada,Canada,Power Gen,15-12-2020,1
US and Canada,Canada,Power Gen,15-12-2021,1
US and Canada,Canada,Power Gen,16-01-2019,1
US and Canada,Canada,Power Gen,16-01-2020,1
US and Canada,Canada,Power Gen,16-01-2023,1
US and Canada,Canada,Power Gen,16-02-2023,2
US and Canada,Canada,Power Gen,16-03-2021,1
US and Canada,Canada,Power Gen,16-03-2023,1
US and Canada,Canada,Power Gen,16-04-2018,1
US and Canada,Canada,Power Gen,16-05-2018,1
US and Canada,Canada,Power Gen,16-05-2022,1
US and Canada,Canada,Power Gen,16-06-2021,1
US and Canada,Canada,Power Gen,16-06-2022,1
US and Canada,Canada,Power Gen,16-07-2021,1
US and Canada,Canada,Power Gen,16-08-2021,1
US and Canada,Canada,Power Gen,16-09-2021,1
US and Canada,Canada,Power Gen,16-09-2022,1
US and Canada,Canada,Power Gen,16-10-2020,1
US and Canada,Canada,Power Gen,16-11-2018,5
US and Canada,Canada,Power Gen,16-11-2022,1
US and Canada,Canada,Power Gen,16-12-2019,1
US and Canada,Canada,Power Gen,16-12-2020,1
US and Canada,Canada,Power Gen,16-12-2022,1
US and Canada,Canada,Power Gen,17-01-2019,2
US and Canada,Canada,Power Gen,17-01-2023,1
US and Canada,Canada,Power Gen,17-03-2018,1
US and Canada,Canada,Power Gen,17-03-2020,1
US and Canada,Canada,Power Gen,17-03-2022,1
US and Canada,Canada,Power Gen,17-04-2018,1
US and Canada,Canada,Power Gen,17-04-2019,2
US and Canada,Canada,Power Gen,17-05-2021,1
US and Canada,Canada,Power Gen,17-05-2022,1
US and Canada,Canada,Power Gen,17-06-2020,1
US and Canada,Canada,Power Gen,17-06-2021,1
US and Canada,Canada,Power Gen,17-07-2018,1
US and Canada,Canada,Power Gen,17-08-2020,2
US and Canada,Canada,Power Gen,17-09-2018,1
US and Canada,Canada,Power Gen,17-09-2019,1
US and Canada,Canada,Power Gen,17-12-2020,1
US and Canada,Canada,Power Gen,17-12-2021,1
US and Canada,Canada,Power Gen,18-01-2018,1
US and Canada,Canada,Power Gen,18-01-2021,1
US and Canada,Canada,Power Gen,18-01-2022,1
US and Canada,Canada,Power Gen,18-01-2023,1
US and Canada,Canada,Power Gen,18-02-2019,2
US and Canada,Canada,Power Gen,18-02-2020,2
US and Canada,Canada,Power Gen,18-02-2022,1
US and Canada,Canada,Power Gen,18-03-2022,1
US and Canada,Canada,Power Gen,18-04-2018,1
US and Canada,Canada,Power Gen,18-04-2019,2
US and Canada,Canada,Power Gen,18-05-2018,1
US and Canada,Canada,Power Gen,18-06-2020,1
US and Canada,Canada,Power Gen,18-06-2021,1
US and Canada,Canada,Power Gen,18-07-2018,1
US and Canada,Canada,Power Gen,18-08-2020,1
US and Canada,Canada,Power Gen,18-08-2021,1
US and Canada,Canada,Power Gen,18-08-2022,1
US and Canada,Canada,Power Gen,18-09-2019,1
US and Canada,Canada,Power Gen,18-09-2020,1
US and Canada,Canada,Power Gen,18-10-2021,1
US and Canada,Canada,Power Gen,18-11-2021,1
US and Canada,Canada,Power Gen,18-12-2019,1
US and Canada,Canada,Power Gen,18-12-2020,1
US and Canada,Canada,Power Gen,19-01-2021,1
US and Canada,Canada,Power Gen,19-01-2022,1
US and Canada,Canada,Power Gen,19-01-2023,1
US and Canada,Canada,Power Gen,19-02-2019,3
US and Canada,Canada,Power Gen,19-02-2020,1
US and Canada,Canada,Power Gen,19-03-2018,1
US and Canada,Canada,Power Gen,19-03-2019,1
US and Canada,Canada,Power Gen,19-03-2021,2
US and Canada,Canada,Power Gen,19-04-2018,1
US and Canada,Canada,Power Gen,19-04-2022,1
US and Canada,Canada,Power Gen,19-05-2020,1
US and Canada,Canada,Power Gen,19-06-2019,1
US and Canada,Canada,Power Gen,19-07-2018,2
US and Canada,Canada,Power Gen,19-07-2019,1
US and Canada,Canada,Power Gen,19-07-2022,1
US and Canada,Canada,Power Gen,19-08-2020,2
US and Canada,Canada,Power Gen,19-09-2018,1
US and Canada,Canada,Power Gen,19-10-2018,1
US and Canada,Canada,Power Gen,19-10-2020,1
US and Canada,Canada,Power Gen,19-10-2021,3
US and Canada,Canada,Power Gen,19-10-2022,1
US and Canada,Canada,Power Gen,19-11-2019,1
US and Canada,Canada,Power Gen,19-12-2018,1
US and Canada,Canada,Power Gen,20-01-2020,1
US and Canada,Canada,Power Gen,20-01-2022,2
US and Canada,Canada,Power Gen,20-01-2023,1
US and Canada,Canada,Power Gen,20-02-2018,3
US and Canada,Canada,Power Gen,20-02-2019,1
US and Canada,Canada,Power Gen,20-03-2018,1
US and Canada,Canada,Power Gen,20-03-2019,3
US and Canada,Canada,Power Gen,20-03-2020,1
US and Canada,Canada,Power Gen,20-04-2018,1
US and Canada,Canada,Power Gen,20-04-2020,1
US and Canada,Canada,Power Gen,20-04-2021,1
US and Canada,Canada,Power Gen,20-04-2022,1
US and Canada,Canada,Power Gen,20-05-2020,1
US and Canada,Canada,Power Gen,20-05-2022,1
US and Canada,Canada,Power Gen,20-06-2019,1
US and Canada,Canada,Power Gen,20-07-2020,1
US and Canada,Canada,Power Gen,20-07-2022,1
US and Canada,Canada,Power Gen,20-08-2018,1
US and Canada,Canada,Power Gen,20-08-2019,1
US and Canada,Canada,Power Gen,20-08-2021,1
US and Canada,Canada,Power Gen,20-09-2018,3
US and Canada,Canada,Power Gen,20-09-2022,1
US and Canada,Canada,Power Gen,20-10-2020,1
US and Canada,Canada,Power Gen,20-10-2021,1
US and Canada,Canada,Power Gen,20-10-2022,1
US and Canada,Canada,Power Gen,20-11-2018,1
US and Canada,Canada,Power Gen,20-12-2018,2
US and Canada,Canada,Power Gen,20-12-2019,1
US and Canada,Canada,Power Gen,20-12-2021,3
US and Canada,Canada,Power Gen,20-12-2022,2
US and Canada,Canada,Power Gen,21-01-2019,1
US and Canada,Canada,Power Gen,21-01-2022,1
US and Canada,Canada,Power Gen,21-02-2018,1
US and Canada,Canada,Power Gen,21-02-2020,1
US and Canada,Canada,Power Gen,21-02-2023,1
US and Canada,Canada,Power Gen,21-03-2018,2
US and Canada,Canada,Power Gen,21-03-2019,2
US and Canada,Canada,Power Gen,21-03-2023,1
US and Canada,Canada,Power Gen,21-04-2020,1
US and Canada,Canada,Power Gen,21-04-2021,1
US and Canada,Canada,Power Gen,21-04-2022,1
US and Canada,Canada,Power Gen,21-08-2018,1
US and Canada,Canada,Power Gen,21-08-2021,1
US and Canada,Canada,Power Gen,21-09-2018,1
US and Canada,Canada,Power Gen,21-09-2019,1
US and Canada,Canada,Power Gen,21-09-2020,1
US and Canada,Canada,Power Gen,21-09-2022,1
US and Canada,Canada,Power Gen,21-10-2020,1
US and Canada,Canada,Power Gen,21-10-2021,1
US and Canada,Canada,Power Gen,21-10-2022,1
US and Canada,Canada,Power Gen,21-11-2018,1
US and Canada,Canada,Power Gen,21-11-2022,1
US and Canada,Canada,Power Gen,21-12-2018,1
US and Canada,Canada,Power Gen,21-12-2019,1
US and Canada,Canada,Power Gen,21-12-2021,1
US and Canada,Canada,Power Gen,21-12-2022,1
US and Canada,Canada,Power Gen,22-01-2018,1
US and Canada,Canada,Power Gen,22-01-2019,1
US and Canada,Canada,Power Gen,22-02-2018,2
US and Canada,Canada,Power Gen,22-02-2021,1
US and Canada,Canada,Power Gen,22-02-2022,3
US and Canada,Canada,Power Gen,22-02-2023,1
US and Canada,Canada,Power Gen,22-03-2018,1
US and Canada,Canada,Power Gen,22-03-2019,1
US and Canada,Canada,Power Gen,22-03-2022,2
US and Canada,Canada,Power Gen,22-05-2018,1
US and Canada,Canada,Power Gen,22-06-2020,1
US and Canada,Canada,Power Gen,22-08-2018,2
US and Canada,Canada,Power Gen,22-08-2019,2
US and Canada,Canada,Power Gen,22-08-2022,2
US and Canada,Canada,Power Gen,22-09-2020,1
US and Canada,Canada,Power Gen,22-09-2021,1
US and Canada,Canada,Power Gen,22-10-2018,1
US and Canada,Canada,Power Gen,22-10-2019,3
US and Canada,Canada,Power Gen,22-10-2020,1
US and Canada,Canada,Power Gen,22-11-2019,2
US and Canada,Canada,Power Gen,22-12-2022,1
US and Canada,Canada,Power Gen,23-01-2018,1
US and Canada,Canada,Power Gen,23-01-2019,1
US and Canada,Canada,Power Gen,23-01-2023,1
US and Canada,Canada,Power Gen,23-02-2018,1
US and Canada,Canada,Power Gen,23-02-2022,1
US and Canada,Canada,Power Gen,23-03-2018,1
US and Canada,Canada,Power Gen,23-03-2020,1
US and Canada,Canada,Power Gen,23-03-2021,2
US and Canada,Canada,Power Gen,23-03-2023,2
US and Canada,Canada,Power Gen,23-04-2020,1
US and Canada,Canada,Power Gen,23-04-2021,1
US and Canada,Canada,Power Gen,23-05-2018,2
US and Canada,Canada,Power Gen,23-05-2019,1
US and Canada,Canada,Power Gen,23-06-2020,1
US and Canada,Canada,Power Gen,23-06-2021,1
US and Canada,Canada,Power Gen,23-07-2019,1
US and Canada,Canada,Power Gen,23-07-2020,2
US and Canada,Canada,Power Gen,23-08-2019,1
US and Canada,Canada,Power Gen,23-08-2021,2
US and Canada,Canada,Power Gen,23-08-2022,2
US and Canada,Canada,Power Gen,23-09-2020,1
US and Canada,Canada,Power Gen,23-09-2021,2
US and Canada,Canada,Power Gen,23-09-2022,1
US and Canada,Canada,Power Gen,23-10-2018,1
US and Canada,Canada,Power Gen,23-11-2020,3
US and Canada,Canada,Power Gen,23-11-2022,1
US and Canada,Canada,Power Gen,24-01-2020,1
US and Canada,Canada,Power Gen,24-01-2021,1
US and Canada,Canada,Power Gen,24-01-2023,1
US and Canada,Canada,Power Gen,24-02-2021,1
US and Canada,Canada,Power Gen,24-02-2022,1
US and Canada,Canada,Power Gen,24-02-2023,1
US and Canada,Canada,Power Gen,24-03-2020,1
US and Canada,Canada,Power Gen,24-03-2021,2
US and Canada,Canada,Power Gen,24-03-2022,1
US and Canada,Canada,Power Gen,24-04-2018,2
US and Canada,Canada,Power Gen,24-05-2018,2
US and Canada,Canada,Power Gen,24-05-2022,1
US and Canada,Canada,Power Gen,24-06-2019,1
US and Canada,Canada,Power Gen,24-06-2020,2
US and Canada,Canada,Power Gen,24-06-2022,1
US and Canada,Canada,Power Gen,24-07-2020,2
US and Canada,Canada,Power Gen,24-08-2018,1
US and Canada,Canada,Power Gen,24-08-2021,1
US and Canada,Canada,Power Gen,24-10-2018,1
US and Canada,Canada,Power Gen,24-10-2019,1
US and Canada,Canada,Power Gen,24-11-2020,1
US and Canada,Canada,Power Gen,24-11-2021,1
US and Canada,Canada,Power Gen,24-11-2022,1
US and Canada,Canada,Power Gen,25-01-2018,1
US and Canada,Canada,Power Gen,25-01-2019,1
US and Canada,Canada,Power Gen,25-01-2021,1
US and Canada,Canada,Power Gen,25-01-2022,1
US and Canada,Canada,Power Gen,25-02-2019,1
US and Canada,Canada,Power Gen,25-03-2019,2
US and Canada,Canada,Power Gen,25-03-2021,1
US and Canada,Canada,Power Gen,25-03-2022,1
US and Canada,Canada,Power Gen,25-05-2018,1
US and Canada,Canada,Power Gen,25-05-2021,1
US and Canada,Canada,Power Gen,25-05-2022,2
US and Canada,Canada,Power Gen,25-06-2018,1
US and Canada,Canada,Power Gen,25-06-2020,2
US and Canada,Canada,Power Gen,25-07-2018,2
US and Canada,Canada,Power Gen,25-09-2020,1
US and Canada,Canada,Power Gen,25-10-2018,1
US and Canada,Canada,Power Gen,25-10-2019,1
US and Canada,Canada,Power Gen,25-10-2022,1
US and Canada,Canada,Power Gen,25-11-2019,1
US and Canada,Canada,Power Gen,25-11-2020,1
US and Canada,Canada,Power Gen,25-11-2021,1
US and Canada,Canada,Power Gen,25-11-2022,1
US and Canada,Canada,Power Gen,26-01-2022,2
US and Canada,Canada,Power Gen,26-02-2018,1
US and Canada,Canada,Power Gen,26-02-2019,1
US and Canada,Canada,Power Gen,26-02-2021,1
US and Canada,Canada,Power Gen,26-05-2020,2
US and Canada,Canada,Power Gen,26-06-2019,1
US and Canada,Canada,Power Gen,26-07-2022,1
US and Canada,Canada,Power Gen,26-08-2021,1
US and Canada,Canada,Power Gen,26-10-2018,1
US and Canada,Canada,Power Gen,26-10-2021,1
US and Canada,Canada,Power Gen,26-10-2022,1
US and Canada,Canada,Power Gen,26-11-2019,1
US and Canada,Canada,Power Gen,26-11-2021,1
US and Canada,Canada,Power Gen,27-01-2020,1
US and Canada,Canada,Power Gen,27-02-2020,1
US and Canada,Canada,Power Gen,27-03-2019,1
US and Canada,Canada,Power Gen,27-03-2020,2
US and Canada,Canada,Power Gen,27-04-2018,2
US and Canada,Canada,Power Gen,27-04-2020,2
US and Canada,Canada,Power Gen,27-05-2019,1
US and Canada,Canada,Power Gen,27-05-2020,2
US and Canada,Canada,Power Gen,27-05-2021,1
US and Canada,Canada,Power Gen,27-05-2022,1
US and Canada,Canada,Power Gen,27-06-2018,2
US and Canada,Canada,Power Gen,27-06-2019,1
US and Canada,Canada,Power Gen,27-08-2019,1
US and Canada,Canada,Power Gen,27-08-2020,1
US and Canada,Canada,Power Gen,27-08-2021,1
US and Canada,Canada,Power Gen,27-09-2019,1
US and Canada,Canada,Power Gen,27-09-2022,4
US and Canada,Canada,Power Gen,27-10-2020,1
US and Canada,Canada,Power Gen,27-11-2019,1
US and Canada,Canada,Power Gen,27-11-2020,1
US and Canada,Canada,Power Gen,28-01-2020,1
US and Canada,Canada,Power Gen,28-01-2022,4
US and Canada,Canada,Power Gen,28-02-2019,1
US and Canada,Canada,Power Gen,28-02-2023,4
US and Canada,Canada,Power Gen,28-03-2019,2
US and Canada,Canada,Power Gen,28-04-2020,1
US and Canada,Canada,Power Gen,28-04-2021,1
US and Canada,Canada,Power Gen,28-05-2018,2
US and Canada,Canada,Power Gen,28-05-2020,1
US and Canada,Canada,Power Gen,28-05-2021,1
US and Canada,Canada,Power Gen,28-06-2018,1
US and Canada,Canada,Power Gen,28-06-2019,1
US and Canada,Canada,Power Gen,28-06-2021,2
US and Canada,Canada,Power Gen,28-06-2022,2
US and Canada,Canada,Power Gen,28-07-2020,1
US and Canada,Canada,Power Gen,28-07-2022,1
US and Canada,Canada,Power Gen,28-09-2018,1
US and Canada,Canada,Power Gen,28-09-2021,1
US and Canada,Canada,Power Gen,28-09-2022,1
US and Canada,Canada,Power Gen,28-10-2020,2
US and Canada,Canada,Power Gen,28-10-2021,1
US and Canada,Canada,Power Gen,28-10-2022,2
US and Canada,Canada,Power Gen,28-11-2018,1
US and Canada,Canada,Power Gen,28-11-2022,1
US and Canada,Canada,Power Gen,29-01-2021,1
US and Canada,Canada,Power Gen,29-03-2018,1
US and Canada,Canada,Power Gen,29-03-2019,1
US and Canada,Canada,Power Gen,29-03-2021,2
US and Canada,Canada,Power Gen,29-03-2022,2
US and Canada,Canada,Power Gen,29-05-2018,3
US and Canada,Canada,Power Gen,29-05-2019,2
US and Canada,Canada,Power Gen,29-05-2020,4
US and Canada,Canada,Power Gen,29-06-2022,2
US and Canada,Canada,Power Gen,29-07-2021,1
US and Canada,Canada,Power Gen,29-07-2022,1
US and Canada,Canada,Power Gen,29-08-2019,1
US and Canada,Canada,Power Gen,29-09-2020,2
US and Canada,Canada,Power Gen,29-09-2021,1
US and Canada,Canada,Power Gen,29-09-2022,1
US and Canada,Canada,Power Gen,29-10-2019,1
US and Canada,Canada,Power Gen,29-10-2021,1
US and Canada,Canada,Power Gen,29-11-2018,2
US and Canada,Canada,Power Gen,29-12-2022,1
US and Canada,Canada,Power Gen,30-01-2019,3
US and Canada,Canada,Power Gen,30-03-2020,2
US and Canada,Canada,Power Gen,30-04-2018,1
US and Canada,Canada,Power Gen,30-04-2019,4
US and Canada,Canada,Power Gen,30-04-2020,1
US and Canada,Canada,Power Gen,30-05-2018,2
US and Canada,Canada,Power Gen,30-06-2020,2
US and Canada,Canada,Power Gen,30-06-2021,1
US and Canada,Canada,Power Gen,30-07-2019,1
US and Canada,Canada,Power Gen,30-08-2018,1
US and Canada,Canada,Power Gen,30-08-2019,1
US and Canada,Canada,Power Gen,30-08-2021,2
US and Canada,Canada,Power Gen,30-08-2022,1
US and Canada,Canada,Power Gen,30-09-2019,1
US and Canada,Canada,Power Gen,30-09-2021,1
US and Canada,Canada,Power Gen,30-09-2022,1
US and Canada,Canada,Power Gen,30-10-2018,3
US and Canada,Canada,Power Gen,30-10-2019,2
US and Canada,Canada,Power Gen,30-10-2020,1
US and Canada,Canada,Power Gen,30-11-2018,2
US and Canada,Canada,Power Gen,30-11-2020,1
US and Canada,Canada,Power Gen,30-11-2022,1
US and Canada,Canada,Power Gen,31-01-2018,1
US and Canada,Canada,Power Gen,31-01-2023,2
US and Canada,Canada,Power Gen,31-03-2020,1
US and Canada,Canada,Power Gen,31-05-2018,1
US and Canada,Canada,Power Gen,31-08-2021,2
US and Canada,Canada,Power Gen,31-08-2022,1
US and Canada,Canada,Power Gen,31-10-2022,2
US and Canada,Cayman Islands,Industrial,02-03-2023,1
US and Canada,Cayman Islands,Industrial,07-01-2022,1
US and Canada,Cayman Islands,Industrial,13-11-2019,1
US and Canada,Cayman Islands,Power Gen,24-07-2019,1
US and Canada,Guyana,Industrial,01-08-2019,1
US and Canada,Guyana,Industrial,04-12-2018,1
US and Canada,Guyana,Industrial,14-11-2019,1
US and Canada,Guyana,Power Gen,04-05-2018,1
US and Canada,Guyana,Power Gen,11-02-2018,1
US and Canada,Guyana,Power Gen,26-03-2018,1
US and Canada,Haiti,On - Highway,02-12-2019,1
US and Canada,Haiti,On - Highway,21-11-2019,1
US and Canada,Mexico,Industrial,31-05-2019,1
US and Canada,Puerto Rico,Industrial,06-08-2018,1
US and Canada,Puerto Rico,Industrial,09-03-2018,1
US and Canada,Puerto Rico,Industrial,11-07-2019,7
US and Canada,Puerto Rico,Industrial,14-05-2018,1
US and Canada,Puerto Rico,Industrial,14-08-2019,1
US and Canada,Puerto Rico,Industrial,17-02-2020,1
US and Canada,Puerto Rico,Industrial,18-09-2019,2
US and Canada,Puerto Rico,Industrial,21-11-2018,1
US and Canada,Puerto Rico,Industrial,23-07-2019,1
US and Canada,Puerto Rico,Industrial,26-07-2019,8
US and Canada,Puerto Rico,Industrial,26-08-2020,1
US and Canada,Puerto Rico,On - Highway,02-04-2020,1
US and Canada,Puerto Rico,On - Highway,08-05-2019,1
US and Canada,Puerto Rico,On - Highway,26-11-2018,1
US and Canada,Puerto Rico,On - Highway,27-03-2020,1
